"codigo","data","motorPressaoSkidA","motorPressaoSkidB","motorTransferenciaSkidA","motorTransferenciaSkidB","motorVacuo","portaUsina","status","usinada"
382,"2016-05-12 16:22:29",1,0,0,0,0,1,"pressao",
383,"2016-05-12 16:24:49",1,0,0,0,0,0,"pressao",
384,"2016-05-12 16:24:59",1,0,0,0,0,1,"pressao",
385,"2016-05-12 16:25:49",1,0,0,0,0,0,"pressao",
386,"2016-05-12 16:25:59",1,0,0,0,0,1,"pressao",
387,"2016-05-12 16:26:39",1,0,0,0,0,0,"pressao",
388,"2016-05-12 16:26:59",1,0,0,0,0,1,"pressao",
389,"2016-05-12 16:27:19",1,0,0,0,0,0,"pressao",
390,"2016-05-12 16:27:42",1,0,0,0,0,1,"pressao",
391,"2016-05-12 16:28:39",1,0,0,0,0,0,"pressao",
392,"2016-05-12 16:28:49",1,0,0,0,0,1,"pressao",
393,"2016-05-12 16:29:09",1,0,0,0,0,0,"pressao",
394,"2016-05-12 16:29:29",1,0,0,0,0,1,"pressao",
395,"2016-05-12 16:30:39",1,0,0,0,0,0,"pressao",
396,"2016-05-12 16:31:19",1,0,0,0,0,1,"pressao",
397,"2016-05-12 16:31:29",1,0,0,0,0,0,"pressao",
398,"2016-05-12 16:32:09",1,0,0,0,0,1,"pressao",
399,"2016-05-12 16:33:09",1,0,0,0,0,0,"pressao",
400,"2016-05-12 16:33:39",1,0,0,0,0,1,"pressao",
401,"2016-05-12 16:36:39",1,0,0,0,0,0,"pressao",
402,"2016-05-12 16:36:49",1,0,0,0,0,1,"pressao",
403,"2016-05-12 16:36:59",1,0,0,0,0,0,"pressao",
404,"2016-05-12 16:37:29",1,0,0,0,0,1,"pressao",
405,"2016-05-12 16:41:49",1,0,0,0,0,0,"pressao",
406,"2016-05-12 16:41:59",1,0,0,0,0,1,"pressao",
407,"2016-05-12 16:45:09",1,0,0,0,0,0,"pressao",
408,"2016-05-12 16:45:19",1,0,0,0,0,1,"pressao",
409,"2016-05-12 16:47:42",1,0,0,0,0,0,"pressao",
410,"2016-05-12 16:47:49",1,0,0,0,0,1,"pressao",
411,"2016-05-12 16:51:49",1,0,0,0,0,0,"pressao",
412,"2016-05-12 16:52:09",1,0,0,0,0,1,"pressao",
413,"2016-05-12 16:53:29",1,0,0,0,0,0,"pressao",
414,"2016-05-12 16:53:39",1,0,0,0,0,1,"pressao",
415,"2016-05-12 16:54:19",1,0,0,0,0,0,"pressao",
416,"2016-05-12 16:54:29",1,0,0,0,0,1,"pressao",
417,"2016-05-12 16:54:49",1,0,0,0,0,0,"pressao",
418,"2016-05-12 16:55:09",1,0,0,0,0,1,"pressao",
419,"2016-05-12 16:55:29",1,0,0,0,0,0,"pressao",
420,"2016-05-12 16:55:39",1,0,0,0,0,1,"pressao",
421,"2016-05-12 16:56:19",1,0,0,0,0,0,"pressao",
422,"2016-05-12 16:56:29",1,0,0,0,0,1,"pressao",
423,"2016-05-12 16:59:29",1,0,0,0,0,0,"pressao",
424,"2016-05-12 16:59:39",1,0,0,0,0,1,"pressao",
425,"2016-05-12 17:00:39",1,0,0,0,0,0,"pressao",
426,"2016-05-12 17:00:49",1,0,0,0,0,1,"pressao",
427,"2016-05-12 17:01:39",1,0,0,0,0,0,"pressao",
428,"2016-05-12 17:01:49",1,0,0,0,0,1,"pressao",
429,"2016-05-12 17:03:09",1,0,0,0,0,0,"pressao",
430,"2016-05-12 17:03:59",1,0,0,0,0,1,"pressao",
431,"2016-05-12 17:04:39",1,0,0,0,0,0,"pressao",
432,"2016-05-12 17:04:59",1,0,0,0,0,1,"pressao",
433,"2016-05-12 17:06:39",1,0,0,0,0,0,"pressao",
434,"2016-05-12 17:06:49",1,0,0,0,0,1,"pressao",
435,"2016-05-12 17:08:29",1,0,0,0,0,0,"pressao",
436,"2016-05-12 17:08:39",0,0,0,0,0,0,"(AberturaDePorta)",
437,"2016-05-12 17:08:49",0,0,1,0,0,0,"enchimento",
438,"2016-05-12 17:08:59",0,0,1,0,0,1,"enchimento",
439,"2016-05-12 17:10:49",0,0,1,0,0,0,"enchimento",
440,"2016-05-12 17:10:59",0,0,1,0,0,1,"enchimento",
441,"2016-05-12 17:11:59",0,0,1,0,0,0,"enchimento",
442,"2016-05-12 17:12:29",0,0,1,0,0,1,"enchimento",
443,"2016-05-12 17:14:39",0,0,0,0,0,0,"(AberturaDePorta)",
444,"2016-05-12 17:14:59",0,0,0,0,1,1,"vacuoInicial",
445,"2016-05-12 17:43:59",0,0,0,0,0,1,"FechamentoDeporta",
446,"2016-05-12 17:45:29",0,0,1,0,0,1,"enchimento",
447,"2016-05-12 17:46:29",0,0,0,0,0,1,"FechamentoDeporta",
448,"2016-05-12 18:08:30",0,0,0,0,1,1,"vacuoInicial",
449,"2016-05-12 18:22:10",0,0,0,0,1,0,"null",
450,"2016-05-12 18:22:20",0,0,0,0,1,1,"vacuoInicial",
451,"2016-05-13 14:05:44",1,0,0,0,0,1,"pressao",
452,"2016-05-13 14:06:30",1,0,0,0,0,0,"pressao",
453,"2016-05-13 14:06:40",1,0,0,0,0,1,"pressao",
454,"2016-05-13 14:08:50",1,0,0,0,0,0,"pressao",
455,"2016-05-13 14:09:10",1,0,0,0,0,1,"pressao",
456,"2016-05-13 14:10:50",1,0,0,0,0,0,"pressao",
457,"2016-05-13 14:11:00",1,0,0,0,0,1,"pressao",
458,"2016-05-13 14:11:30",1,0,0,0,0,0,"pressao",
459,"2016-05-13 14:11:40",1,0,0,0,0,1,"pressao",
460,"2016-05-13 14:12:00",1,0,0,0,0,0,"pressao",
461,"2016-05-13 14:12:10",1,0,0,0,0,1,"pressao",
462,"2016-05-13 14:13:10",1,0,0,0,0,0,"pressao",
463,"2016-05-13 14:13:20",1,0,0,0,0,1,"pressao",
464,"2016-05-13 14:13:30",1,0,0,0,0,0,"pressao",
465,"2016-05-13 14:13:40",1,0,0,0,0,1,"pressao",
466,"2016-05-13 14:13:50",1,0,0,0,0,0,"pressao",
467,"2016-05-13 14:14:00",1,0,0,0,0,1,"pressao",
468,"2016-05-13 14:14:20",1,0,0,0,0,0,"pressao",
469,"2016-05-13 14:14:30",1,0,0,0,0,1,"pressao",
470,"2016-05-13 14:18:38",0,0,0,0,0,1,"FechamentoDeporta",
471,"2016-05-13 14:18:48",0,0,1,0,0,1,"enchimento",
472,"2016-05-13 14:20:48",0,0,1,0,0,0,"enchimento",
473,"2016-05-13 14:20:58",0,0,1,0,0,1,"enchimento",
474,"2016-05-13 14:21:58",0,0,1,0,0,0,"enchimento",
475,"2016-05-13 14:22:08",0,0,1,0,0,1,"enchimento",
476,"2016-05-13 14:22:28",0,0,1,0,0,0,"enchimento",
477,"2016-05-13 14:22:48",0,0,1,0,0,1,"enchimento",
478,"2016-05-13 14:23:08",0,0,1,0,0,0,"enchimento",
479,"2016-05-13 14:23:18",0,0,1,0,0,1,"enchimento",
480,"2016-05-13 14:24:08",0,0,1,0,0,0,"enchimento",
481,"2016-05-13 14:24:18",0,0,1,0,0,1,"enchimento",
482,"2016-05-13 14:24:48",0,0,1,0,1,1,"enchimento",
483,"2016-05-13 14:24:58",0,0,0,0,1,1,"vacuoInicial",
484,"2016-05-13 14:42:04",0,0,1,0,0,1,"enchimento",
485,"2016-05-13 14:42:44",0,0,1,0,0,0,"enchimento",
486,"2016-05-13 14:42:54",0,0,1,0,0,1,"enchimento",
487,"2016-05-13 14:43:14",0,0,1,0,0,0,"enchimento",
488,"2016-05-13 14:43:24",0,0,0,0,0,1,"FechamentoDeporta",
489,"2016-05-13 14:44:04",0,0,0,0,0,0,"(AberturaDePorta)",
490,"2016-05-13 14:44:14",0,0,0,0,0,1,"FechamentoDeporta",
491,"2016-05-16 09:58:44",0,0,0,0,1,1,"vacuoInicial",
492,"2016-05-16 10:03:09",0,0,1,0,0,1,"enchimento",
493,"2016-05-16 10:03:49",0,0,0,0,0,1,"FechamentoDeporta",
494,"2016-05-16 10:12:49",0,0,0,0,0,0,"(AberturaDePorta)",
495,"2016-05-16 10:13:19",0,0,0,0,1,0,"null",
496,"2016-05-16 10:32:39",0,0,1,0,1,0,"enchimento",
497,"2016-05-16 10:32:46",0,0,1,0,0,0,"enchimento",
498,"2016-05-16 10:32:56",0,0,0,0,0,0,"FechamentoDeporta",
499,"2016-05-16 10:34:56",0,0,1,0,0,0,"enchimento",
500,"2016-05-16 10:38:26",0,0,0,0,0,0,"FechamentoDeporta",
501,"2016-05-16 10:38:36",1,0,0,0,0,0,"pressao",
502,"2016-05-16 11:19:15",0,0,0,0,0,0,"FechamentoDeporta",
503,"2016-05-16 11:19:25",0,0,1,0,0,0,"enchimento",
504,"2016-05-16 11:37:17",0,0,0,0,0,0,"FechamentoDeporta",
505,"2016-05-16 12:10:15",0,0,0,0,1,0,"vacuoInicial",
506,"2016-05-16 12:25:15",0,0,0,0,0,0,"FechamentoDeporta",
507,"2016-05-16 12:25:25",0,0,1,0,0,0,"enchimento",
508,"2016-05-16 12:26:35",0,0,0,0,0,0,"FechamentoDeporta",
509,"2016-05-16 12:27:05",0,0,0,0,0,1,"AberturaDePorta",
510,"2016-05-16 13:07:45",0,0,0,0,0,0,"FechamentoDeporta",
511,"2016-05-16 13:07:55",0,0,0,0,0,1,"AberturaDePorta",
512,"2016-05-16 13:11:05",0,0,0,0,0,0,"FechamentoDeporta",
513,"2016-05-16 13:12:25",0,0,0,0,1,0,"vacuoInicial",
514,"2016-05-16 13:31:35",0,0,1,0,0,0,"enchimento",
515,"2016-05-16 13:36:05",0,0,0,0,0,0,"FechamentoDeporta",
516,"2016-05-16 13:36:15",1,0,0,0,0,0,"pressao",
517,"2016-05-16 14:18:45",0,0,0,0,0,0,"FechamentoDeporta",
518,"2016-05-16 14:18:55",0,0,1,0,0,0,"enchimento",
519,"2016-05-16 14:24:36",0,0,0,0,1,0,"vacuoInicial",
520,"2016-05-16 14:44:16",0,0,1,0,1,0,"enchimento",
521,"2016-05-16 14:44:26",0,0,1,0,0,0,"enchimento",
522,"2016-05-16 14:44:56",0,0,0,0,0,0,"FechamentoDeporta",
523,"2016-05-16 14:47:06",0,0,0,0,0,1,"AberturaDePorta",
528,"2016-05-16 15:08:42",0,0,0,0,1,0,"vacuoInicial",
529,"2016-05-16 15:13:19",0,0,0,0,1,0,"vacuoInicial",
530,"2016-05-16 15:16:32",0,0,1,0,1,0,"enchimento",
531,"2016-05-16 15:16:42",0,0,1,0,0,0,"enchimento",
532,"2016-05-16 15:21:02",0,0,0,0,0,0,"FechamentoDeporta",
533,"2016-05-16 15:21:22",1,0,0,0,0,0,"pressao",
534,"2016-05-16 16:06:59",0,0,1,0,0,0,"enchimento",
535,"2016-05-16 16:14:09",0,0,0,0,1,0,"vacuoInicial",
536,"2016-05-16 16:33:49",0,0,1,0,1,0,"enchimento",
537,"2016-05-16 16:33:59",0,0,1,0,0,0,"enchimento",
538,"2016-05-16 16:34:29",0,0,0,0,0,0,"FechamentoDeporta",
539,"2016-05-16 16:36:49",0,0,0,0,0,1,"AberturaDePorta",
540,"2016-05-16 16:55:59",0,0,0,0,0,0,"FechamentoDeporta",
541,"2016-05-16 16:56:59",0,0,0,0,1,0,"vacuoInicial",
542,"2016-05-16 17:18:09",0,0,1,0,0,0,"enchimento",
543,"2016-05-16 17:22:40",0,0,0,0,0,0,"FechamentoDeporta",
544,"2016-05-16 17:22:50",1,0,0,0,0,0,"pressao",
